English,Amharic
"3  At this Aʹbram fell facedown, and God continued to speak with him, saying:",3  በዚህ ጊዜ አብራም በግንባሩ ተደፋ፤ አምላክም እንዲህ በማለት እሱን ማነጋገሩን ቀጠለ፦
"4  “As for me, look! my covenant is with you,+ and you will certainly become a father of many nations.+",4  “በእኔ በኩል ከአንተ ጋር የገባሁት ቃል ኪዳኔ እንደጸና ነው፤+ አንተም በእርግጥ የብዙ ብሔር አባት ትሆናለህ።+
"5  Your name will no longer be Aʹbram;* your name will become Abraham,* for I will make you a father of many nations.",5  ከእንግዲህ ስምህ አብራም* አይባልም፤ የብዙ ብሔር አባት ስለማደርግህ ስምህ አብርሃም* ይሆናል።
"6  I will make you very, very fruitful and will make you become nations, and kings will come from you.+ ",6  እጅግ አበዛሃለሁ፤ ብዙ ብሔርም አደርግሃለሁ፤ ነገሥታትም ከአንተ ይወጣሉ።+ 
"7  “And I will keep my covenant between me and you+ and your offspring* after you throughout their generations for an everlasting covenant, to be God to you and to your offspring* after you.",7  “ለአንተም ሆነ ከአንተ በኋላ ለሚመጡት ዘሮችህ አምላክ እሆን ዘንድ በእኔና በአንተ እንዲሁም መጪዎቹን ትውልዶቻቸውን ሁሉ ጨምሮ ከአንተ በኋላ በሚመጡት ዘሮችህ መካከል ያለውን ቃል ኪዳኔን ዘላለማዊ ቃል ኪዳን አድርጌ እጠብቀዋለሁ።+
"8  And I will give to you and to your offspring* after you the land in which you lived as a foreigner+—the entire land of Caʹnaan—for a lasting possession, and I will be their God.”+ ",8  ባዕድ ሆነህ የኖርክበትን አገር ይኸውም መላውን የከነአን ምድር ለአንተና ከአንተ በኋላ ለሚመጡት ዘሮችህ ዘላቂ ርስት አድርጌ እሰጣለሁ፤+ እኔም አምላካቸው እሆናለሁ።”+ 
"9  God said further to Abraham: “As for you, you are to keep my covenant, you and your offspring* after you throughout their generations.",9  በተጨማሪም አምላክ አብርሃምን እንዲህ አለው፦ “በአንተ በኩል፣ አንተም ሆንክ ከአንተ በኋላ የሚመጡት ዘሮችህ ከትውልድ እስከ ትውልድ ቃል ኪዳኔን መጠበቅ አለባችሁ።
"10  This is my covenant between me and you, that you and your offspring* after you will keep: Every male among you must get circumcised.+",10  እናንተም ሆናችሁ ከእናንተ በኋላ የሚመጡት ዘሮቻችሁ ልትጠብቁት የሚገባው በእኔና በእናንተ መካከል ያለው ቃል ኪዳኔ ይህ ነው፦ በእናንተ መካከል ያለ ወንድ ሁሉ መገረዝ አለበት።+
"11  You must circumcise the flesh of your foreskins, and it will serve as a sign of the covenant between me and you.+",11  ሸለፈታችሁን መገረዝ አለባችሁ፤ ይህም በእኔና በእናንተ መካከል ላለው ቃል ኪዳን እንደ ምልክት ሆኖ ያገለግላል።+
"12  Throughout your generations, every male among you eight days old must be circumcised,+ anyone who is born in the house and anyone who is not one of your offspring* and who was purchased with money from a foreigner.",12  በትውልዶቻችሁ ሁሉ በመካከላችሁ ያለ ስምንት ቀን የሞላው ማንኛውም ወንድ መገረዝ አለበት፤+ በቤት የተወለደም ሆነ ዘርህ ያልሆነ ወይም ደግሞ ከባዕድ ሰው ላይ በገንዘብ የተገዛ ማንኛውም ወንድ ሁሉ ይገረዝ።
"13  Every man born in your house and every man purchased with your money must be circumcised,+ and my covenant in your flesh must serve as a lasting covenant.",13  በቤትህ የተወለደ ማንኛውም ወንድ እንዲሁም በገንዘብህ የተገዛ ማንኛውም ወንድ መገረዝ አለበት፤+ በሥጋችሁ ላይ ያለው ይህ ምልክት ከእናንተ ጋር ለገባሁት ዘላቂ ቃል ኪዳን ማስረጃ ሆኖ ያገለግላል።
"14  If any uncircumcised male will not circumcise the flesh of his foreskin, that person* must be cut off* from his people. He has broken my covenant.” ",14  ሸለፈቱ እንዲገረዝ የማያደርግ ያልተገረዘ ወንድ ካለ ያ ሰው* ከሕዝቡ መካከል ተለይቶ እንዲጠፋ ይደረግ።* ይህ ሰው ቃል ኪዳኔን አፍርሷል።” 
"15  Then God said to Abraham: “As for your wife Sarʹai,*+ you must not call her Sarʹai, because Sarah* will become her name.",15  ከዚያም አምላክ አብርሃምን እንዲህ አለው፦ “ሚስትህን ሦራን+ በተመለከተ ሦራ* ብለህ አትጥራት፤ ምክንያቱም ከእንግዲህ ስሟ ሣራ* ይሆናል።
16  I will bless her and also give you a son by her;+ I will bless her and she will become nations; kings of peoples will come from her.”,16  እኔም እባርካታለሁ፤ ከእሷም ወንድ ልጅ እሰጥሃለሁ።+ እባርካታለሁ፤ እሷም ብዙ ብሔር ትሆናለች፤ የሕዝቦች ነገሥታትም ከእሷ ይወጣሉ።”
"17  At this Abraham fell facedown and began to laugh and to say in his heart:+ “Will a man 100 years old have a child born to him, and will Sarah, a woman 90 years old, give birth?”+ ",17  በዚህ ጊዜ አብርሃም በግንባሩ ተደፋ፤ እየሳቀም በልቡ እንዲህ አለ፦+ “እንዲያው ምንስ ቢሆን 100 ዓመት የሆነው ሰው የልጅ አባት ሊሆን ይችላል? ዘጠና ዓመት የሆናት ሣራስ ብትሆን ልጅ ልትወልድ ትችላለች?”+ 
18  So Abraham said to the true God: “O that Ishʹma·el might live before you!”+,18  ስለዚህ አብርሃም እውነተኛውን አምላክ “ምነው እስማኤልን ብቻ በባረክልኝ!”+ አለው።
"19  To this God said: “Your wife Sarah will definitely bear you a son, and you must name him Isaac.*+ And I will establish my covenant with him for an everlasting covenant to his offspring* after him.+",19  አምላክም እንዲህ አለው፦ “ሚስትህ ሣራ በእርግጥ ወንድ ልጅ ትወልድልሃለች፤ ስሙንም ይስሐቅ*+ ትለዋለህ። እኔም ከእሱ በኋላ ለሚመጡት ዘሮቹ ጭምር ዘላለማዊ ቃል ኪዳን እንዲሆን ከእሱ ጋር ቃል ኪዳኔን እመሠርታለሁ።+
"20  But as regards Ishʹma·el, I have heard you. Look! I will bless him and will make him fruitful and will multiply him very, very much. He will produce 12 chieftains, and I will make him become a great nation.+",20  እስማኤልን በተመለከተም ልመናህን ሰምቻለሁ። እሱንም ቢሆን እባርከዋለሁ፤ ፍሬያማ አደርገዋለሁ፤ እጅግም አበዛዋለሁ። ደግሞም 12 አለቆች ከእሱ ይወጣሉ፤ ታላቅ ብሔርም አደርገዋለሁ።+
"21  However, I will establish my covenant with Isaac,+ whom Sarah will bear to you at this appointed time next year.”+ ",21  ሆኖም የዛሬ ዓመት በዚሁ ጊዜ ሣራ ከምትወልድልህ+ ከይስሐቅ ጋር ቃል ኪዳኔን እመሠርታለሁ።”+ 
"22  When God finished speaking with him, he went up from Abraham.",22  አምላክ ከአብርሃም ጋር ተነጋግሮ ሲያበቃ ከእሱ ተለይቶ ወደ ላይ ወጣ።
"23  Abraham then took Ishʹma·el his son and all the men born in his house and everyone he had purchased with money, every male in the household of Abraham, and he circumcised the flesh of their foreskins on that very day, just as God had spoken with him.+",23  ከዚያም አብርሃም ልጁን እስማኤልን፣ በቤቱ የተወለዱትንና በገንዘቡ የገዛቸውን ወንዶች ሁሉ እንዲሁም በአብርሃም ቤት የሚገኙትን ወንዶች ሁሉ ወስዶ ልክ አምላክ በነገረው መሠረት በዚያኑ ዕለት ሸለፈታቸውን ገረዘ።+
24  Abraham was 99 years old when he had the flesh of his foreskin circumcised.+,24  አብርሃም ሸለፈቱን ሲገረዝ የ99 ዓመት ሰው ነበር።+
25  And Ishʹma·el his son was 13 years old when he had the flesh of his foreskin circumcised.+,25  ልጁ እስማኤል ሸለፈቱን በተገረዘበት ጊዜ ደግሞ 13 ዓመቱ ነበር።+
"26  On that very day, Abraham was circumcised and also his son Ishʹma·el.",26  በዚሁ ዕለት አብርሃም ተገረዘ፤ ልጁ እስማኤልም ተገረዘ።
"27  All the men of his household, anyone born in the house and anyone purchased with money from a foreigner, were also circumcised with him.",27  በተጨማሪም በቤቱ የሚገኙ ወንዶች ሁሉ፣ በቤት የተወለዱ ሁሉ እንዲሁም ከባዕድ ሰው በገንዘብ የተገዙ ሁሉ ከእሱ ጋር ተገረዙ።
"30  When Rachel saw that she had borne no children to Jacob, she became jealous of her sister and began to say to Jacob: “Give me children or else I will die.”",30  ራሔል ለያዕቆብ ምንም ልጅ እንዳልወለደችለት ባየች ጊዜ በእህቷ ቀናች፤ ያዕቆብንም “ልጆች ስጠኝ፤ አለዚያ እሞታለሁ” ትለው ጀመር።
"2  At this Jacob’s anger flared up against Rachel, and he said: “Am I in the place of God, who has prevented you from having children?”*",2  በዚህ ጊዜ ያዕቆብ ራሔልን በጣም ተቆጥቶ “እኔ፣ እንዳትወልጂ ያደረገሽን* አምላክ መሰልኩሽ እንዴ?” አላት።
"3  So she said: “Here is my slave girl Bilʹhah.+ Have relations with her in order that she may bear children for me* and that through her, I too may have children.”",3  እሷም በዚህ ጊዜ “ባሪያዬ ባላ+ ይችውልህ፤ ልጆች እንድትወልድልኝና* እኔም በእሷ አማካኝነት ልጆች እንዳገኝ ከእሷ ጋር ግንኙነት ፈጽም” አለችው።
"4  With that she gave him her servant Bilʹhah as a wife, and Jacob had relations with her.+",4  በዚህ መሠረት አገልጋይዋን ባላን ሚስት እንድትሆነው ሰጠችው፤ ያዕቆብም ከእሷ ጋር ግንኙነት ፈጸመ።+
5  Bilʹhah became pregnant and in time bore Jacob a son.,5  ባላም ፀነሰች፤ ከዚያም ለያዕቆብ ወንድ ልጅ ወለደችለት።
"6  Then Rachel said: “God has acted as my judge and has also listened to my voice, so that he gave me a son.” That is why she named him Dan.*+",6  ራሔልም “አምላክ ዳኛ ሆነልኝ፤ ቃሌንም ሰማ። በመሆኑም ወንድ ልጅ ሰጠኝ” አለች። በዚህም የተነሳ ስሙን ዳን*+ አለችው።
"7  Bilʹhah, Rachel’s servant, became pregnant once more and in time bore Jacob a second son.",7  የራሔል አገልጋይ ባላ በድጋሚ ፀነሰች፤ ከዚያም ለያዕቆብ ሁለተኛ ወንድ ልጅ ወለደችለት።
8  Then Rachel said: “With strenuous wrestlings I have wrestled with my sister. I have also come off the winner!” So she named him Naphʹta·li.*+ ,8  ራሔልም “ከእህቴ ጋር ብርቱ ትግል ገጠምኩ፤ አሸናፊም ሆንኩ!” አለች። በመሆኑም ስሙን ንፍታሌም*+ አለችው። 
"9  When Leʹah saw that she had stopped having children, she took her servant Zilʹpah and gave her to Jacob as a wife.+",9  ሊያ ልጅ መውለድ እንዳቆመች ስትረዳ አገልጋይዋን ዚልጳን ለያዕቆብ ሚስት እንድትሆነው ሰጠችው።+
10  And Leʹah’s servant Zilʹpah bore a son to Jacob.,10  የሊያም አገልጋይ ዚልጳ ለያዕቆብ ወንድ ልጅ ወለደችለት።
11  Then Leʹah said: “With good fortune!” So she named him Gad.*+,11  ከዚያም ሊያ “ምንኛ መታደል ነው!” አለች። በመሆኑም ስሙን ጋድ*+ አለችው።
"12  After that Zilʹpah, Leʹah’s servant, bore a second son to Jacob.",12  ከዚያ በኋላ የሊያ አገልጋይ ዚልጳ ለያዕቆብ ሁለተኛ ወንድ ልጅ ወለደችለት።
13  Then Leʹah said: “With my happiness! For the daughters will certainly pronounce me happy.”+ So she named him Ashʹer.*+ ,13  ከዚያም ሊያ “ምንኛ ደስተኛ ነኝ! በእርግጥም ከእንግዲህ ሴቶች ደስተኛ ይሉኛል”+ አለች። በመሆኑም ስሙን አሴር*+ አለችው። 
"14  Now Reuʹben+ was walking in the days of the wheat harvest, and he found mandrakes in the field. So he brought them to his mother Leʹah. Then Rachel said to Leʹah: “Give me, please, some of your son’s mandrakes.”",14  የስንዴ መከር በሚሰበሰብበት ወቅት ሮቤል+ ወደ ሜዳ ወጣ፤ ከሜዳውም ላይ ፍሬ* ለቀመ። ለእናቱ ለሊያም አመጣላት። ከዚያም ራሔል ሊያን “እባክሽ፣ ልጅሽ ካመጣው ፍሬ የተወሰነ ስጪኝ” አለቻት።
15  At this she said to her: “Is it a small matter that you took my husband?+ Would you now take my son’s mandrakes also?” So Rachel said: “Very well. He will lie down with you tonight in exchange for your son’s mandrakes.” ,15  በዚህ ጊዜ ሊያ “ባሌን የወሰድሽብኝ አነሰሽና+ አሁን ደግሞ ልጄ ያመጣውን ፍሬ መውሰድ ትፈልጊያለሽ?” አለቻት። በመሆኑም ራሔል “እሺ፣ ልጅሽ ባመጣው ፍሬ ፋንታ ዛሬ ማታ ከአንቺ ጋር ይደር” አለቻት። 
"16  When Jacob was coming from the field in the evening, Leʹah went out to meet him and said: “It is with me you are going to have relations, because I have hired you outright with my son’s mandrakes.” So he lay down with her that night.",16  ያዕቆብ የዚያን ቀን ምሽት ከእርሻ ሲመለስ ሊያ ወጥታ ተቀበለችውና “ልጄ ባመጣው ፍሬ ስለተከራየሁህ ዛሬ የምትተኛው ከእኔ ጋር ነው” አለችው። ስለሆነም በዚያ ሌሊት ከእሷ ጋር አደረ።
"17  And God heard and answered Leʹah, and she became pregnant and in time bore to Jacob a fifth son.",17  አምላክም ሊያን ሰማት፤ መልስም ሰጣት፤ እሷም ፀነሰች፤ ከዚያም ለያዕቆብ አምስተኛ ወንድ ልጅ ወለደችለት።
18  Then Leʹah said: “God has given me my wages* because I have given my servant to my husband.” So she named him Isʹsa·char.*+,18  ሊያም “አገልጋዬን ለባሌ ስለሰጠሁ አምላክ ደሞዜን* ከፈለኝ” አለች። በመሆኑም ስሙን ይሳኮር*+ አለችው።
19  And Leʹah became pregnant once more and in time bore a sixth son to Jacob.+,19  ሊያም በድጋሚ ፀነሰች፤ ከዚያም ለያዕቆብ ስድስተኛ ወንድ ልጅ ወለደችለት።+
"20  Then Leʹah said: “God has endowed me, yes, me, with a good endowment. At last, my husband will tolerate me,+ for I have borne him six sons.”+ So she named him Zebʹu·lun.*+",20  ሊያም “አምላክ አድሎኛል፤ አዎ፣ መልካም ስጦታ ሰጥቶኛል። ለባሌ ስድስት ወንዶች ልጆች ስለወለድኩለት+ ከእንግዲህ ይታገሠኛል”+ አለች። በመሆኑም ስሙን ዛብሎን*+ አለችው።
21  Afterward she bore a daughter and named her Diʹnah.+ ,21  ከዚያ በኋላ ሴት ልጅ ወለደች፤ ስሟንም ዲና+ አለቻት። 
"22  Finally God remembered Rachel, and God heard and answered her by enabling her to become pregnant.*+",22  በመጨረሻም አምላክ ራሔልን አሰባት፤ ልመናዋንም ሰምቶ መፀነስ እንድትችል በማድረግ* ጸሎቷን መለሰላት።+
23  And she became pregnant and gave birth to a son. Then she said: “God has taken away my reproach!”+,23  እሷም ፀነሰች፤ ወንድ ልጅም ወለደች። ከዚያም “አምላክ ነቀፋዬን አስወገደልኝ!”+ አለች።
"24  So she named him Joseph,*+ saying: “Jehovah is adding another son to me.” ",24  በመሆኑም “ይሖዋ ሌላ ወንድ ልጅ ጨመረልኝ” በማለት ስሙን ዮሴፍ*+ አለችው። 
"25  After Rachel had given birth to Joseph, Jacob immediately said to Laʹban: “Send me away so that I may go to my place and to my land.+",25  ራሔል ዮሴፍን ከወለደች በኋላ ብዙም ሳይቆይ ያዕቆብ ላባን እንዲህ አለው፦ “ወደ ስፍራዬና ወደ ምድሬ እንድመለስ አሰናብተኝ።+
"26  Give over my wives and my children, for whom I have served with you, that I may go, for you well know how I have served you.”+",26  ለእነሱ ስል ያገለገልኩህን ሚስቶቼንና ልጆቼን ስጠኝና ልሂድ፤ ምን ያህል እንዳገለገልኩህ በሚገባ ታውቃለህ።”+
"27  Then Laʹban said to him: “If I have found favor in your eyes,—I have understood by the omens* that Jehovah is blessing me because of you.”",27  ከዚያም ላባ “በፊትህ ሞገስ አግኝቼ ከሆነ እባክህ ከእኔ ጋር ተቀመጥ፤ ይሖዋ እየባረከኝ ያለው በአንተ የተነሳ መሆኑን በንግርት* ተረድቻለሁ” አለው።
"28  And he added: “Stipulate your wages to me, and I will give them.”+",28  ከዚያም “ደሞዝህን አሳውቀኝና እሰጥሃለሁ”+ አለው።
29  So Jacob said to him: “You know how I have served you and how your herd has fared with me;+,29  በመሆኑም ያዕቆብ እንዲህ አለው፦ “እንዴት እንዳገለገልኩህና መንጋህም ምን ያህል እየበዛልህ እንዳለ ታውቃለህ፤+
"30  you had little before my coming, but your herd has increased and multiplied, and Jehovah has blessed you since I arrived. So when will I do something for my own house?”+ ",30  እኔ ከመምጣቴ በፊት የነበረህ ነገር ጥቂት እንደሆነና እኔ ከመጣሁ በኋላ ግን ከብቶችህ በጣም እየበዙ እንደሄዱ፣ ይሖዋም እንደባረከህ ታውቃለህ። ታዲያ ለራሴ ቤት አንድ ነገር የማደርገው መቼ ነው?”+ 
"31  Then he said: “What should I give you?” And Jacob said: “You will give me nothing whatsoever! If you will do this one thing for me, I will resume shepherding your flock and guarding it.+",31  ከዚያም ላባ “ምን እንድሰጥህ ትፈልጋለህ?” አለው። ያዕቆብም እንዲህ አለ፦ “እኔ ምንም ነገር እንድትሰጠኝ አልፈልግም! የምጠይቅህን አንድ ነገር ብቻ የምታደርግልኝ ከሆነ መንጋህን መጠበቄንና መንከባከቤን እቀጥላለሁ።+
"32  I will pass through your whole flock today. You set aside from there every sheep speckled and with color patches and every dark-brown sheep among the young rams and any color-patched and speckled one among the she-goats. From now on, these must become my wages.+",32  ዛሬ በመንጎችህ ሁሉ መካከል እዘዋወራለሁ። አንተም ከመንጋው መካከል ጠቃጠቆ ያለባቸውንና ዥጉርጉር የሆኑትን በጎች ሁሉ፣ ከጠቦቶቹም መካከል ጥቁር ቡናማ የሆኑትን በጎች ሁሉ እንዲሁም ዥጉርጉር የሆኑትንና ጠቃጠቆ ያለባቸውን እንስት ፍየሎች ሁሉ ለይ። ከዚህ በኋላ እንዲህ ዓይነቶቹ የእኔ ደሞዝ ይሆናሉ።+
33  And my righteousness* must speak for me on a future day when you come to look over my wages; every one that is not speckled and color-patched among the she-goats and dark brown among the young rams will be considered stolen if it is with me.” ,33  ወደፊት ደሞዜን ለመመልከት በምትመጣበት ጊዜ ጽድቄ* ስለ እኔ ይናገራል፤ ከእንስት ፍየሎቹ መካከል ጠቃጠቆ የሌለበትና ዥጉርጉር ያልሆነ እንዲሁም ከጠቦቶቹ መካከል ጥቁር ቡናማ ያልሆነ በእኔ ዘንድ ከተገኘ ያ የተሰረቀ እንደሆነ ይቆጠራል።” 
34  To this Laʹban said: “That is fine! Let it be according to your word.”+,34  በዚህ ጊዜ ላባ “ይሄማ ጥሩ ነው! እንዳልከው ይሁን” አለው።+
"35  Then on that day, he set aside the he-goats striped and color-patched and all the she-goats speckled and color-patched, every one in which there was any white and every one dark brown among the young rams, and gave them into the care of his sons.",35  ከዚያም በዚያኑ ቀን ሽንትር ያለባቸውንና ዥጉርጉር የሆኑትን ተባዕት ፍየሎች ሁሉ፣ ጠቃጠቆ ያለባቸውንና ዥጉርጉር የሆኑትን እንስት ፍየሎች ሁሉ፣ ነጭ የሚባል ነገር ያለበትን ሁሉ እንዲሁም ከጠቦቶቹ መካከል ጥቁር ቡናማ የሆኑትን ሁሉ ለየ፤ እነዚህንም ወንዶች ልጆቹ እንዲጠብቋቸው ሰጣቸው።
"36  After that he set a distance of three days’ journey between himself and Jacob, and Jacob was shepherding the flocks of Laʹban that remained over. ",36  ከዚህ በኋላ በእሱና በያዕቆብ መካከል የሦስት ቀን መንገድ ያህል ርቀት እንዲኖር አደረገ፤ ያዕቆብም የቀሩትን የላባን መንጎች ይጠብቅ ጀመር። 
"37  Jacob then took freshly cut staffs of the storax, almond, and plane trees, and he peeled white spots in them by exposing the white wood of the staffs.",37  ከዚያም ያዕቆብ ከሊብነህ፣* ከአልሞንድና ከአርሞን* ዛፎች ላይ የተቆረጡ እርጥብ በትሮችን ወሰደ፤ በመቀጠልም በትሮቹን አለፍ አለፍ ብሎ በመላጥና ነጩ እንዲታይ በማድረግ ዥጉርጉር እንዲሆኑ አደረገ።
"38  Then he placed the staffs that he had peeled in front of the flock, in the gutters, in the drinking troughs, where the flocks would come to drink, that they might get into heat in front of them when they came to drink. ",38  ከዚያም የላጣቸውን በትሮች ወስዶ መንጎቹ ውኃ ለመጠጣት ሲመጡ እንዲያዩአቸው በመንጎቹ ፊት ለፊት በቦዮቹ ማለትም ውኃ በሚጠጡባቸው ገንዳዎች ውስጥ አስቀመጣቸው፤ ይህን ያደረገውም መንጎቹ ውኃ ለመጠጣት ሲመጡ በበትሮቹ ፊት ለስሪያ እንዲነሳሱ ለማድረግ ነው። 
"39  So the flocks would get into heat in front of the staffs, and the flocks would produce striped, speckled, and color-patched offspring.",39  ስለዚህ መንጎቹ በበትሮቹ ፊት ለስሪያ ይነሳሱ ነበር፤ መንጎቹም ሽንትርና ጠቃጠቆ ያለባቸውን እንዲሁም ዥጉርጉር የሆኑ ግልገሎችን ይወልዱ ነበር።
40  Then Jacob separated the young rams and turned the flocks to face the striped ones and all the dark-brown ones among the flocks of Laʹban. Then he separated his own flocks and did not mix them with Laʹban’s flocks.,40  ከዚያም ያዕቆብ ጠቦቶቹን ለየ፤ ከዚያም መንጎቹ በላባ መንጎች መካከል ወዳሉት ሽንትር ወዳለባቸውና ጥቁር ቡናማ ወደሆኑት ሁሉ እንዲመለከቱ አደረገ። ከዚያም የራሱን መንጎች ለየ፤ ከላባ መንጎች ጋር አልቀላቀላቸውም።
"41  And whenever the robust animals would get into heat, Jacob would place the staffs in the gutters before the eyes of the flocks, that they might get into heat by the staffs.",41  ያዕቆብም ብርቱ የሆኑት እንስሳት ለስሪያ በተነሳሱ ቁጥር በትሮቹን በመንጎቹ ፊት ለፊት ገንዳዎቹ ውስጥ ያስቀምጣቸው ነበር፤ እንዲህ የሚያደርገው መንጎቹ በበትሮቹ አማካኝነት ለስሪያ እንዲነሳሱ ለማድረግ ነበር።
"42  But when the animals were weak, he would not place the staffs there. So the weak ones always came to be Laʹban’s, but the robust ones became Jacob’s.+ ",42  እንስሶቹ ደካማ ሲሆኑ ግን በትሮቹን ገንዳዎቹ ውስጥ አያስቀምጥም ነበር። ስለሆነም ደካማ ደካማዎቹ ለላባ ሲሆኑ ብርቱ ብርቱዎቹ ግን ለያዕቆብ ሆኑ።+ 
"43  And the man grew very prosperous, and he acquired great flocks and male and female servants and camels and donkeys.+",43  በዚህ መንገድ ይህ ሰው እጅግ ባለጸጋ እየሆነ ሄደ፤ የብዙ መንጎች፣ የወንድና የሴት አገልጋዮች፣ የግመሎች እንዲሁም የአህዮች ባለቤት ሆነ።+
"35  After that God said to Jacob: “Rise, go up to Bethʹel+ and dwell there, and make an altar there to the true God, who appeared to you when you were running away from Eʹsau your brother.”+ ",35  ከዚያ በኋላ አምላክ ያዕቆብን እንዲህ አለው፦ “ተነስተህ ወደ ቤቴል+ ውጣ፤ በዚያም ኑር፤ ከወንድምህ ከኤሳው እየሸሸህ+ ሳለህ ለተገለጠልህ ለእውነተኛው አምላክ በዚያ መሠዊያ ሥራ።” 
"2  Then Jacob said to his household and to all who were with him: “Get rid of the foreign gods that are in your midst,+ and cleanse yourselves and change your garments,",2  ከዚያም ያዕቆብ ቤተሰቡንና አብረውት የነበሩትን ሰዎች ሁሉ እንዲህ አላቸው፦ “በመካከላችሁ ያሉትን ባዕዳን አማልክት አስወግዱ፤+ ራሳችሁን አንጹ፤ ልብሳችሁንም ቀይሩ፤
"3  and let us rise and go up to Bethʹel. There I will make an altar to the true God, who answered me in the day of my distress and who has been with me wherever* I have gone.”+",3  ተነስተንም ወደ ቤቴል እንውጣ። በዚያም በጭንቀቴ ጊዜ ለሰማኝና በሄድኩበት ሁሉ* ከእኔ ላልተለየው+ ለእውነተኛው አምላክ መሠዊያ እሠራለሁ።”
"4  So they gave Jacob all the foreign gods they had and the earrings that were in their ears, and Jacob buried* them under the big tree that was close to Sheʹchem. ",4  በመሆኑም ባዕዳን አማልክታቸውን በሙሉ እንዲሁም በጆሯቸው ላይ ያደረጓቸውን ጉትቻዎች ለያዕቆብ ሰጡት፤ ያዕቆብም በሴኬም አቅራቢያ ባለው ትልቅ ዛፍ ሥር ቀበራቸው።* 
"5  When they traveled on, the terror of God struck the cities around them, so they did not chase after the sons of Jacob.",5  በሚጓዙበት ጊዜም አምላክ በዙሪያቸው ባሉት ከተሞች ላይ ሽብር ይለቅባቸው ስለነበር የያዕቆብን ልጆች አላሳደዷቸውም።
"6  Jacob eventually came to Luz,+ that is, Bethʹel, in the land of Caʹnaan, he and all the people with him.",6  በመጨረሻም ያዕቆብና አብረውት ያሉት ሰዎች በሙሉ በከነአን ምድር ወደምትገኘው ወደ ሎዛ+ ማለትም ወደ ቤቴል መጡ።
"7  There he built an altar and called the place El-bethʹel,* because there the true God had revealed himself to him when he had run away from his brother.+",7  እሱም በዚያ መሠዊያ ሠራ፤ የቦታውንም ስም ኤልቤቴል* አለው፤ ምክንያቱም ከወንድሙ በሸሸበት ጊዜ እውነተኛው አምላክ በዚያ ራሱን ገልጦለት ነበር።+
"8  Later Debʹo·rah,+ Re·bekʹah’s nurse, died and was buried at the foot of Bethʹel under an oak. So he named it Alʹlon-bacʹuth.* ",8  በኋላም የርብቃ ሞግዚት ዲቦራ+ ሞተች፤ በቤቴል አቅራቢያ በሚገኝ የባሉጥ ዛፍ ሥርም ተቀበረች። በመሆኑም ስሙን አሎንባኩት* አለው። 
9  God appeared to Jacob once again while he was coming from Padʹdan-aʹram and blessed him.,9  ያዕቆብ ከጳዳንአራም እየተመለሰ ሳለ አምላክ ዳግመኛ ተገለጠለትና ባረከው።
"10  God said to him: “Your name is Jacob.+ Your name will no longer be Jacob, but Israel will be your name.” And he began to call him Israel.+",10  አምላክም “ስምህ ያዕቆብ ነው።+ ከእንግዲህ ያዕቆብ ተብለህ አትጠራም፤ ከዚህ ይልቅ ስምህ እስራኤል ይባላል” አለው። ስለዚህ እስራኤል ብሎ ጠራው።+
"11  God further said to him: “I am God Almighty.+ Be fruitful and become many. Nations and a congregation of nations will come from you,+ and kings will descend from you.*+",11  በተጨማሪም አምላክ እንዲህ አለው፦ “እኔ ሁሉን ቻይ አምላክ ነኝ።+ ብዛ፣ ተባዛ። ብሔራትና ብዙ ብሔራትን ያቀፈ ጉባኤ ከአንተ ይገኛሉ፤+ ነገሥታትም ከአንተ ይወጣሉ።*+
"12  As for the land that I have given to Abraham and to Isaac, to you I will give it, and to your offspring* after you I will give the land.”+",12  ለአብርሃምና ለይስሐቅ የሰጠኋትን ምድር ለአንተ እሰጥሃለሁ፤ ከአንተ በኋላ ለሚመጡት ዘሮችህም ይህችን ምድር እሰጣለሁ።”+
13  Then God went up from him at the place where he had spoken with him. ,13  ከዚያም አምላክ ከእሱ ጋር ሲነጋገርበት ከነበረው ስፍራ ወደ ላይ ወጣ። 
"14  So Jacob set up a pillar in the place where he had spoken with him, a pillar of stone, and he poured a drink offering on it and poured oil on it.+",14  ስለዚህ ያዕቆብ ከአምላክ ጋር ሲነጋገር በነበረበት ስፍራ ላይ የድንጋይ ዓምድ አቆመ፤ ባቆመውም ዓምድ ላይ የመጠጥ መባና ዘይት አፈሰሰበት።+
15  And Jacob continued to call the place where God had spoken with him Bethʹel.+ ,15  ያዕቆብም ከአምላክ ጋር የተነጋገረበትን ስፍራ ቤቴል+ በሚለው በዚያው ስም ጠራው። 
"16  Then they pulled away from Bethʹel. And while they were still some distance from Ephʹrath, Rachel began to give birth, and her labor was very difficult.",16  ከዚያም ከቤቴል ተነስተው ሄዱ። ኤፍራታ ለመድረስ የተወሰነ ርቀት ሲቀራቸው ራሔል ምጥ ያዛት፤ ምጡም እጅግ ጠናባት።
"17  But while she was struggling to deliver the child, the midwife said to her: “Do not be afraid, for you will have this son also.”+",17  ምጡ እጅግ አስጨንቋት ሳለም አዋላጇ “አይዞሽ አትፍሪ፤ ሌላ ወንድ ልጅ ልትገላገዪ ነው” አለቻት።+
